,text,sentiment,value
17574,Hey twitter friends tho,neutral,0
17575,mad calls .. txt .. fb msgs homie finally calls back I worried .. I think I care far 2 much .. anything happened 2,negative,-1
17576,How I wish I wish I eat .... burger,negative,-1
17577,oh look traditional Chinese charming I love miss shutters doors ...,neutral,0
17578,got poor thing gon na choice much longer though,positive,1
17579,year I summer school,neutral,0
17580,heard ST true imax- shot 1828x1556 blown 4096 still- nice big screen,positive,1
17581,im cookie wont comment heh 2 girls sang Crush btw wud u know,neutral,0
17582,trying thing running online business well running regular business 'real world,neutral,0
17583,hee hallo,neutral,0
17584,Big Header Folio http //bit.ly/MYmeA 2 hours sales yet I really impatient lol,negative,-1
17585,I caaaaan sleep ..... 3.30am wahhhh ... wan na cry,negative,-1
17586,think boss Switzerland week going returns ira gon na awesome,positive,1
17587,u planning cardio 1.5 hrs If reasonable whatcha last night,positive,1
17588,wats world x basketball game best shooter team idk shooter existes lol understand haha,positive,1
17589,mean makes sad,negative,-1
17590,cokies arnt real imaginary hav mmmmmmmmmmmm cookie ...,positive,1
17591,sigh,neutral,0
17592,poll trying get work powerpoint avail,neutral,0
17593,yeah freedom awesome great little independent,positive,1
17594,cool Mark song going stuck head day I love anyway ... Star Wars Day today cool,neutral,0
17595,Dentist chicks hot thats plus,neutral,0
17596,dang burrito toaster strudle sp tease im still hungry,neutral,0
17597,Look forward seeing resume,neutral,0
17598,Although Wolverine great movie I think bad everyone saying ... least Taylor Kitsch,neutral,0
17599,I realized I cool enough ever get shout player playing hahahah,neutral,0
17600,May back later ... hope good day Byeeee,positive,1
17601,awww THANK YOU great guy ur weekend far hugs,positive,1
17602,Just try catch swarm gone roof gable end Set bait hive hoping best moment,positive,1
17603,I increasingly convinced I moderately lactose-intolerant given deep abiding love cheese totally sucks,negative,-1
17604,A big ginger white male cat little female tortoiseshell Both indoor cats rule house,neutral,0
17605,_Cantus_ hear coffee brewing end,neutral,0
17606,"Celebrated 18,000 plays Last.fm Dez Moines tdwp http //bit.ly/GWUHX",positive,1
17607,thanks well impressed much better last one must b clean living Gluten free lactose free food,positive,1
17608,I think I running fever feeling well,negative,-1
17609,I would I home,neutral,0
17610,HAHA I took quiz fb missed mcfly one,neutral,0
17611,It hit I leaving conti ... boooooooo ..,neutral,0
17612,I believe many people think great I passed quiz 'how blond Facebook I blond,neutral,0
17613,Thanxx following,neutral,0
17614,Wish I London personally witness Nun Run What great idea opening Sister Act new broadway show,positive,1
17615,love session 2 king queens,positive,1
17616,air,neutral,0
17617,HAHA Amen Im sooo hungry ... And I hate knowing weekends gon na supposed great,negative,-1
17618,kid remember searching local video store owner godown got video tape fungus badluck,negative,-1
17619,I sleep ... And,neutral,0
17620,Happy Mothersday,positive,1
17621,Tummy hurts oh noes,negative,-1
17622,miss one would anything spend 5 min ... one used say tell,negative,-1
17623,Is watching cat hat,neutral,0
17624,jam session room seeing star trek ...,neutral,0
17625,I thought Apple Store and/or Best Buy guys wanted,neutral,0
17626,So ... Inconclusive There still chance need surgery I see doctor 3 weeks x-rays,neutral,0
17627,What I sheesh,negative,-1
17628,That make things fair My poor Tiger claws nutz,neutral,0
17629,realized gained 40 pounds last year http //bit.ly/wCr3a,positive,1
17630,Hi Dougie I fan Thailand I Film Luv ur song much,positive,1
17631,Por Favor Only need FIVE http //tinyurl.com/dzcpg3,neutral,0
17632,The pics later today www.dosriosrestaurant.com,neutral,0
17633,I TIME LIFE,neutral,0
17634,OCHH ive got blister foot sun today soo sore supose yas dnt care hah thaught tweet anyways,negative,-1
17635,_Sunshine I figured ... But I ended taking cousin work Rain anyway ... But hit,neutral,0
17636,Excited Double Bio today I straightener hair looks horrendous moment Wtf I supposed,neutral,0
17637,time relieve stress gym Someone write speeches take exams research,neutral,0
17638,No I didnt get text .....,neutral,0
17639,I leaving half 10 I get ready things,neutral,0
17640,also wishing two lovely mothers special Mother Day enjoy,positive,1
17641,stable faster 2.x working,neutral,0
17642,hey im back .. msn work darn msn haha stop thinking 3d movie haha,neutral,0
17643,help,neutral,0
17644,HAPPY MOTHERS DAY TO ALL THE MOMMIES,positive,1
17645,made sad ..,negative,-1
17646,I need Xanax none,neutral,0
17647,No Why,neutral,0
17648,I would think pres would afraid Pun k,negative,-1
17649,Amen My vitamins made ill I felt better started taking,positive,1
17650,love 2 xxxx,positive,1
17651,night,neutral,0
17652,Red Rock lunch Colin come IPA Junior freshly made Yum yum yum,positive,1
17653,Listening We Are Dead Ocean I actually listened twice row short pleasing,neutral,0
17654,cooked Lunch todayy Givin mum relaxin dayy,neutral,0
17655,toooo much outside killen eyes,negative,-1
17656,_A4L Hey Anne I stayed 2 try 2 arrange 4 NYC Archies 2 get tix 2 concert Logged 2.30 fell asleep 5am,neutral,0
17657,I totally going bed right,neutral,0
17658,know evening D R E A D I N G work tomorrow sucks,negative,-1
17659,Cougar Privacy Threatened Surveillance Increases http //bit.ly/ayViO sorry help one,negative,-1
17660,Tonight fun,positive,1
17661,I sitting altanta It raining boston Yay flying rain help fear,neutral,0
17662,whats im sad didnt text today,negative,-1
17663,You know Kristi Raleigh ... right,neutral,0
17664,oh hope feel better soon Hugs I flu earlier month,positive,1
17665,Sims 2 owns life lately LOL I want get Sims 3 computer support,neutral,0
17666,That mango shake made ALL difference http //tweet.sg,neutral,0
17667,great day massage book appointment today 617-262-2220,positive,1
17668,I forgot people,negative,-1
17669,_m except im site near airport Dixon lil starbucks gps head hehe,neutral,0
17670,See traffic northbound That commute http //twitpic.com/67x74,neutral,0
17671,aww poor thing hope goes well,negative,-1
17672,anytime .. literally hahaha,neutral,0
17673,http //twitpic.com/66u67 shot calmin,neutral,0
17674,coool thanks lot,positive,1
17675,Watchin tyra bored like always stomach hurts,negative,-1
17676,Lol ... Its NOT,positive,1
17677,Dude everyone could ment bad ..,neutral,0
17678,worth spose,positive,1
17679,My brother woke help homework I happy,negative,-1
17680,know need get cd somewhere .. hopefully sell finland,positive,1
17681,http //twurl.nl/goljwp get try add new post,neutral,0
17682,Welcome Twitter It really cool Greetings Vienna Austria,positive,1
17683,If going actually read least sign fair,neutral,0
17684,uploading PCD onto iTunes xD used certian events caused lt sadly,negative,-1
17685,Beatrice I remember guide,neutral,0
17686,trying record audio source maybe I need specific program I good thank hehe,positive,1
17687,I wish NOWWW grrrrrrr,negative,-1
17688,Bah Still work Lol feet hurt nose stop running,negative,-1
17689,_double kind http //myloc.me/Fkl,neutral,0
17690,happy birthday little sister gee celebration article,positive,1
17691,So slpy 2day zzzz,neutral,0
17692,would awesome lol,positive,1
17693,I went green yesterday I I missed I get another certificate,neutral,0
17694,I tweet sometime tomorrow anothe busy day Goodnight Chickie LOL,positive,1
17695,mufasa warriors OCEAN hahahahahaha,positive,1
17696,I know I read bt I sit outside coz I gota answer phone,neutral,0
17697,I love humor I reworded Like saying 'group therapy instead 'gang banging Keeps moms back Hahaha,positive,1
17698,Ive got greatest boyfriend world I love much,positive,1
17699,OMG curly hair Too cute,positive,1
17700,urgh slept work still done revision im SO snappy today total fat day,negative,-1
17701,sorry bout cat,negative,-1
17702,get wii fit couple hours,neutral,0
17703,My wife get guest list tomorrows show exist LAME I guess wife show,negative,-1
17704,watching rain,neutral,0
17705,hi parody iPhone hysterical funny one play video iPhone,neutral,0
17706,I,neutral,0
17707,I found best songd stuck head relient k songs ... I know every word finish,positive,1
17708,make pledge,neutral,0
17709,u love follow .. night,neutral,0
17710,Had fun early night Vegas Pool tomorrow,positive,1
17711,Work work work,neutral,0
17712,Need fold laundry finish dishes ... clean rabbit cage That really needs done ... doable,positive,1
17713,3 hrs go pa ako,neutral,0
17714,Haha I But I lol Then I might miss something,positive,1
17715,On way see grandparents,neutral,0
17716,Listening Someday We Know ... It raining,neutral,0
17717,Our kids Derbyshire schools string concert Buxton Opera House today They quite excited,positive,1
17718,morning.any plans today,neutral,0
17719,I know I wan na finish bsg first,neutral,0
17720,Taking souls friends family watching die nightmare Trust,negative,-1
17721,Not sure I CAN tell happens pre-chilled watermelon leave car TX week NOT GOOD,negative,-1
17722,www.youtube.com/watch v=6UrRxta8doM first 1,neutral,0
17723,Stressed fro work drink,negative,-1
17724,I wan na leave 2nd period cryy,negative,-1
17725,I want go 3-hour lecture,neutral,0
17726,going lunch soon fave cuzs,positive,1
17727,Nothing beats spending evening mom,positive,1
17728,I ur,positive,1
17729,im hella pushin ... tha graduation .. sorry couldnt smash thru ...,negative,-1
17730,Really tired need morning ... Off bed Good Night All,neutral,0
17731,knoww da best,positive,1
17732,new book pocket http //bit.ly/1bI7aD,neutral,0
17733,Good night ... Just set twitter thing I new I expect come handy,positive,1
17734,want conversation use email/mailing lists I convinced 140 chars less replies conversation,negative,-1
17735,feeling sick headache bored tireddd,negative,-1
17736,thanks feeling good New Forest later,positive,1
17737,I single handedly killed 4 flies crane fly hairbrush I gon na go disinfect ... bugs beware,neutral,0
17738,nice meet tonight thanks,positive,1
17739,Mouth hurts,negative,-1
17740,"love like war ,easy begin hard end .. fiuuhh ...",neutral,0
17741,halo,neutral,0
17742,happy Google Wave trending Can watch video ... certain flash videos blocked company network,positive,1
17743,Where yummiest Pan Mee For behind Dance Center Ipoh Garden South miss,negative,-1
17744,You always amusing,positive,1
17745,sooooooo NOT happy wattching disney channel .... rubbish rubbish rubbishhhhhh didnt get jonas 3d poster dude wasnt im ..,negative,-1
17746,Today feels like friday Too bad,negative,-1
17747,'Completely dishwasher safe except pattern might come Blue Coat humour best Three cheers Viz,positive,1
17748,They ice cream Crazy Mocha SS This means Espresso Milkshake ..,negative,-1
17749,_august84 haha ... may .. hehe .. I might imported love heat ... love playing football hot day ....,positive,1
17750,OMG-ness 11:18 pm I need beup early set garage sale starts 8am wish I said 9am I beat,negative,-1
17751,Too broke cigarettes,negative,-1
17752,tried something funny twitter failed,negative,-1
17753,weekend bought Lost Odyssey YAY -- -- -- however 360 RROD ed second time,neutral,0
17754,read status update wanted 2 b sure I follow list Hope u r wondefl wkend Michael~blessings,positive,1
17755,says got 2 cards today eva n clara thanks guys http //plurk.com/p/roo6c,positive,1
17756,Awwwwwwwwwwe That okay I missed bullet concert toronto last summer cause gotten D,neutral,0
17757,ooh feel sleepy ... 10:24 a.m. dont wan na go school 2day ...,negative,-1
17758,Ready Set .... hmmm DELAY,neutral,0
17759,sees cry lol,negative,-1
17760,thanx,positive,1
17761,Making birthday song special person,neutral,0
17762,Consider lucky It rained ages It depressing,negative,-1
17763,Im downloading manually oooiifull.mp4 movie seems way see fully,neutral,0
17764,Mmmmmm I love curry Don Oregan though,positive,1
17765,psh ... even pay though,negative,-1
17766,Ohh noo Joshua im sooo sorry im really sorry didnt get see `` please forgive I sorry 3,negative,-1
17767,ahhh .. others like hoppusday etc I spazz,negative,-1
17768,good mood,positive,1
17769,Ok suppose 2b followfriday unfollow Friday aw well I nice tweeters anyway -almost doesnt sound right ... lol,positive,1
17770,haha aww hun bet creative,positive,1
17771,loudly said something coworker replied dont know brian klemm But even I love brian klemm _0_Tronic,neutral,0
17772,And maybe get statue sainthood seeking Win-win Can victim like people,negative,-1
17773,Extremly deep,neutral,0
17774,Oh noooo sucks Did reschedule another show,negative,-1
17775,im sure okay ill save u know weiss mine,neutral,0
17776,I think way express 140 chars disspointed I advertising Lifehacker Why I Didn Buy A Mac article,negative,-1
17777,dnt think ever get tired of'The Climb'its 1 sngs u always remember ...,neutral,0
17778,I wan na see mama called back yet MAMA ... MAMA,negative,-1
17779,I bored No internet I made downtown beach yet,negative,-1
17780,http //bit.ly/5pBLz McCoy initial rant,negative,-1
17781,fell deep crack glacier terrible,negative,-1
17782,weeooow feel fat .... remember used weigh much pfffffffffffffffffffffftttttttt long time ago hahaha,neutral,0
17783,ohh ic ic haha iyaa summer filled ONE Course lasts whole summer,neutral,0
17784,heart sings,positive,1
17785,ahhhhhhh excited july 21 ecxept stupid australia get til like decembbberrrrrrrr stilll ahhh congratss,positive,1
17786,Good Morning,positive,1
17787,rubbish,negative,-1
17788,salt vinegar,neutral,0
17789,Packing fun good thing I new united keep going ... But still fun,negative,-1
17790,But anywho I got pool within like 30 minutes start storming,positive,1
17791,Aww I one yesterday suck,negative,-1
17792,new series hills yesterday uk amazing looked really pretty birthday,positive,1
17793,carnivalsofparis think still bl sure ... hardly talk anyone anymore,negative,-1
17794,oh hope baad tell mya hope gets better soon,neutral,0
17795,Spyed Princess Anne today listented friends cooking perfect evening Working sucks OB,negative,-1
17796,The first officially beautiful day year I stuck inside office A Magners BBQ make,neutral,0
17797,watching jonas brothers special sky movies,neutral,0
17798,I packed leaving Canterbury office fab QA V colleagues last time A great bunch people I miss,neutral,0
17799,Hi,neutral,0
17800,looks deceiving,negative,-1
17801,nah followed first followed think 12-306 overnight pretty good,positive,1
17802,pffftt You know I like stay busy I Awesome sober ... dang How,positive,1
17803,really incredibly gross outside im hoping get alot done int house today including pics blog morning friends,positive,1
17804,House Hunting PAIN House Shifting SUPER PAIN Packing never seems end I even Imagine Unpacking -P,negative,-1
17805,biiig headache,negative,-1
17806,I stop world melt ... cure,neutral,0
17807,Was late today due construction tGif ...,neutral,0
17808,Off gym fun,negative,-1
17809,I soooo bored got new phone called man hes busy one else bored,negative,-1
17810,Now I bed HAPPY MOTHER S DAY ALL HAVE A GREAT ONE,positive,1
17811,welcome family new pillow im going lay head tonight,positive,1
17812,cos dont ipod touch yet mean look apps sooo cool twittering school awesome,positive,1
17813,4:15 finally home city time head sleep goodnight happy mommy day mother,positive,1
17814,ya I NEVER play ... I basically using PS3 days,neutral,0
17815,means spend time alone friends family sad,negative,-1
17816,aaahh know spose take dad airport next weeek fasho,neutral,0
17817,I 11 goldfish Oh well dinner Anyways Check blog yoooo http //weaselbee.blogspot.com/,neutral,0
17818,Hiya You might want delete retweet link blog work,neutral,0
17819,I need hug I junior cert week I totally stressed,negative,-1
17820,got ear infection ... man hurts,negative,-1
17821,My guess Sara makes mention mariage proposals site,neutral,0
17822,sole supporter sole supporter,neutral,0
17823,So gon na make go alllll way store LOL I find one ... I Google Thanks LOL,positive,1
17824,Friday night ... And I anything But I might go tacos lunch truck Pasadena .... Just maybe,neutral,0
17825,Good stuff Smiles back Why go concert Wish I could instead music failing lol x,positive,1
17826,I really wish would hear josh,neutral,0
17827,shame I dont still 286 compaq portable really anything portable LMAO last tweet 4 toodle pip,negative,-1
17828,nothing except right eassy due monday D,negative,-1
17829,watching f1 I live near Montmelï¿½ I excited race,positive,1
17830,9 week July 8th Flolloping perfectly describes way moves belly hehe,positive,1
17831,Every day Mother Day .... Don wait 1 365 days come around show mom much appreciate love,positive,1
17832,check new song 'sentimental wat-a-joke-ental fren www.last.fm/music/marple+meg,neutral,0
17833,You fantastic actor time got recognition,positive,1
17834,PH I macaron smackdown ... except aware ... It played head,neutral,0
17835,sick waking feeling exhausted,negative,-1
17836,excited Lots good things happening work-wise Melbourne,positive,1
17837,problem really sure application twibe page,neutral,0
17838,sounds cool post video,positive,1
17839,wan na sessions ronnie da bomb u know,positive,1
17840,That sucks hear I hate days like,negative,-1
17841,PEOPLE wat hell follower twitter I DONT GET IT,negative,-1
17842,Could said hi We south tho,neutral,0
17843,new song AMAZING,positive,1
17844,_Carroll want marty mcflyy t-shirt,neutral,0
17845,Everyone We party,neutral,0
17846,New pickkshaa If really big looks MILKY YAAAY,positive,1
17847,ssshhh everybody I think asleep ... disturb,negative,-1
17848,feels feet aching need beeeeeddddddd,negative,-1
17849,Morning dude Ivy decided wants go boat today Are guys around PM Would nice see,positive,1
17850,TwitterBerry hates,negative,-1
17851,Happy Star Wars Day everyone May 4th,positive,1
17852,... I want die I want TAKE life forever She trying get duet,negative,-1
17853,thought liked name,negative,-1
17854,im eye doctors bring trinity cause mom fell stairs today broke toe ugh,negative,-1
17855,Ill bed stomach killing,negative,-1
17856,Here evening drink Thursday night London http //twitpic.com/4wrrp,neutral,0
17857,ha ha game like games,positive,1
17858,ok cause one S orange still open Whew scared Sorry one closed,negative,-1
17859,I bring cases mountain dew give _Slamma_ 2 tixs see taylor swift,neutral,0
17860,Loves Agustin happy morning moods,positive,1
17861,lol ... hell yeah,neutral,0
17862,2 weeks school including weekends omg right im excited yet scared omg ahhhh wait grad,neutral,0
17863,another week another org change discussion ....,neutral,0
17864,waitin 4 skool bus soo tired nd still soo much 2 ... want 2 b lazy nd sleep since I cnt ill sing fav songs,negative,-1
17865,I sorry car I feel ...,negative,-1
17866,"It cold north It like 77 DF yesterday I 37,4",negative,-1
17867,awww I know never I thankful I count love ya boo,positive,1
17868,Pizza parties went well still invisible I might well bag head Whatever,neutral,0
17869,Yes need ppl vote GET OUT THE VOTE Ciao Till tomorrow ... Is Anybody Listening Yes I Night,neutral,0
17870,excellent looks like twitterific competition,positive,1
17871,back work,neutral,0
17872,hi babe,neutral,0
17873,liesgirlstell guy calls phone see number real ohh phone working try tomorrow,negative,-1
17874,The new resigned cricinfo http //tinyurl.com/mxlcuv I hate change,negative,-1
17875,Why I tired Whyyyyy make stop Merm going fun tonight,negative,-1
17876,You sappy little fellow Thanks well wishes I need After today I one exam,positive,1
17877,Hehehe I really know Well use blog Twitter suggest interesting topics ppl engage,neutral,0
17878,either,neutral,0
17879,twit twit twitter trying 'legally watch movie online happening,negative,-1
17880,got home last day school graduation tomorrow,neutral,0
17881,No money ... No Car ...,neutral,0
17882,Bed ... time ..... hope go school tomorrow though feel well right,negative,-1
17883,Reached Bangalore Now got ta hunt rooms,neutral,0
17884,Hey hey get tickets ALL TIME LOW Aussie kay www.myspace.com/destroyalllines Yup Go get tickets,neutral,0
17885,working homework,neutral,0
17886,Heh heh heh come It THQ release Ah well I try almost anything billed RPG,neutral,0
17887,My friend Cliff tix I wait Or ask trent let You know else,neutral,0
17888,haha also look amazing fun,positive,1
17889,_Stained http //twitpic.com/4jhe5 I LOVE awesome,positive,1
17890,ive finished,neutral,0
17891,sorry hear dog,negative,-1
17892,After week staying Grandmother I home Lopatcong Can start new book tonight http //twitpic.com/4w1s0,neutral,0
17893,since I reading Twilight series watching Underworld today I got ta say ... perfect pic day,positive,1
17894,Bummed I missing rock climbing trip next week,negative,-1
17895,lamentablemente paso jrztwitterlunch,neutral,0
17896,hard time using hulu u heard anyone problems uses windows vista,negative,-1
17897,go duster shoppping greenhills Mom Balikbayans,neutral,0
17898,says SPACE AND TIME IS ALL WE NEED http //plurk.com/p/x2dvj,neutral,0
17899,BREAKING NEWS GM shares currently trading 1.00 .88 per share,negative,-1
17900,Sorry I using tweetdeck letting tweet today,negative,-1
17901,I feel like drinking wine I,neutral,0
17902,right,positive,1
17903,In denial moving van parked blocks away,negative,-1
17904,yet im still loading,neutral,0
17905,im hungry nothing eat,negative,-1
17906,I hope speedy recovery,positive,1
17907,starting pre europe diet today goodbye midnight snacks goodbye iced tea hello momol HAHAHAHAHA http //plurk.com/p/rplpr,neutral,0
17908,kid class going field trip today I smart enough volunteer help,neutral,0
17909,Well I pray .....,positive,1
17910,thankfully really bad sinus infection watching since traveled recently thanks though,neutral,0
17911,eating lunch Sushi Tei Sency yum met Ghina earlier,neutral,0
17912,She got first try,neutral,0
17913,Just loaned set aerobars team mate tomorrow Texas Cup race Alkek Bummed I,negative,-1
17914,like cheesecake brownies miss cheesecake brownies ... walmart closest l.a. em,negative,-1
17915,hungry,negative,-1
17916,Downloading Chex-Quest Been 12 years sins final release say Your Right,positive,1
17917,Anything So sorry man I patsy generally ...,negative,-1
17918,Market whn goes lower also problem goes like wild bull also problem,negative,-1
17919,Oh wow really good I think Im going use one lol,positive,1
17920,It clear intellectually severing relationship best yet heart seems 2 B complete disagreement It hurts much,neutral,0
17921,I hate June gloom I getting excited beach,neutral,0
17922,Came house morning stink cat poo I cats business little bit garden,neutral,0
17923,back TAFE bowling hour,neutral,0
17924,love vintage books ... old books shopping morning,positive,1
17925,I need plugs real ears want stretch I money,negative,-1
17926,lol much appreciated excited,positive,1
17927,apparently request guests,neutral,0
17928,vid wont play x,neutral,0
17929,good day ... I havent good week forreal,negative,-1
17930,Can No money spend,neutral,0
17931,start ... theres 6 people coming us go melbourne ... short stack originally 4. still 3 ss,negative,-1
17932,Back Glasgow stuck traffic M8,negative,-1
17933,PLEASE PLEASE ANYONE,positive,1
17934,looking forward dress shopping tomorrow afraid way able get want,negative,-1
17935,hannah montana set .... im missing tennessee ALOT today,negative,-1
17936,_uk Yeah Myst,neutral,0
17937,night honey .. see ya tomorrow,positive,1
17938,I tried jumping without trampoline like thud thud eaten cookie http //myloc.me/1XIz,neutral,0
17939,truth,positive,1
17940,mum burned bacon ... smoke alarm,neutral,0
17941,worry use always give grief usually take well nearly always,neutral,0
17942,Im glad lot happier barakitten 3 see yah july,positive,1
17943,happy mommys day,positive,1
17944,gon na lazy day today,negative,-1
17945,35 ilycecily 3,positive,1
17946,Hi Kate How,neutral,0
17947,I wish I Disneyland watching Star Trek like people I swear I must sap works Fridays,neutral,0
17948,I miss something,neutral,0
17949,They came cold The cheese sauce good though,positive,1
17950,scones afternoon great gon na make cupcakes week Wednesday,neutral,0
17951,I get I feeling fine yesterday im ball sickness hate flu,negative,-1
17952,kayla I went go visit let us school,neutral,0
17953,Santa monica bound,neutral,0
17954,yeah shy everything still nothing http //blackird72.etsy.com check sale bites yet,neutral,0
17955,Followed great Super Mazembe One favorites around http //blip.fm/~5jkbp,neutral,0
17956,The internet big fail today -- Twitter usual semi-flaky self Facebook VRBO.com Boo,negative,-1
17957,Forced bed morning failed cycle,negative,-1
17958,I get another pack geography test I correct weekend,neutral,0
17959,Officially Mother Day HAPPY Mother Day MOMS,positive,1
17960,I nervous ... I hope I get ... could costly mistake ... like procrastination assumption ...,negative,-1
17961,getting work day Hope everyone wonderful mother day tomorrow Hope enjoy ur cheesecakes,positive,1
17962,Love song Happy Monday,positive,1
17963,After sketchy moments A mtn friends I moved trail sat end road talking silly,neutral,0
17964,Ok back later great time regardless weather PS I BB away,positive,1
17965,Hello Everybody Tis cloudy day Amanzimtoti today,neutral,0
17966,wants goto lonovala frenz wedding .... bt .... transport arrngmnts wrkg,neutral,0
17967,I saw sun ..... I blink gone,negative,-1
17968,know late internet happy bithday pierre,neutral,0
17969,Burp Frog http //is.gd/rae9,neutral,0
17970,.... It alriiightt,neutral,0
17971,Is fighting horrid headache large Vanilla Iced Coffee,negative,-1
17972,keep coughing guts,neutral,0
17973,OMG want go hahaha,positive,1
17974,Is anyone visialvoicemail working Have done sync Turned But still going Help,neutral,0
17975,manics gig Toasting speedy recovery sorry,neutral,0
17976,time low mean much hope get see june would awesome gaskarth amazing,positive,1
17977,TGIF bad weather sucks ...,negative,-1
17978,RIP Robin Washington Park library,negative,-1
17979,Yes yes Is Ima Guna Be On For While Lol,neutral,0
17980,http //bit.ly/dIQF3 I hope day mom get message,positive,1
17981,My back hurts I meant going tonight poor Rik,negative,-1
17982,_Heidi_V Thank pretty lady,positive,1
17983,The ball motion I type concepts outline format could develop ensure deliver greatness,positive,1
17984,keep thinking FOOD made tea,neutral,0
17985,So I picked Chris Botti s~Live Boston CD listening driving home tonight moon Didn want end,positive,1
17986,cool Hope feel better I went breakfast buy gone,neutral,0
17987,way nanny school starts tomorrow one step closer teacher,neutral,0
17988,star treeeeek one hot guy get watch hot stuff woo,positive,1
17989,tour got canceled,neutral,0
17990,... Headed Hospitol Had pull Golf Tourny 3rd place I Think I Re-Ripped something Yeah THAT,negative,-1
17991,Messed But I makin right Best Holy Day wishes,positive,1
17992,I GOT IT hope get work time UP want job,neutral,0
17993,transcribing tenth last report night,neutral,0
17994,And censoring nin.com nobody really speculate things disagree anything,negative,-1
17995,fml work uniform washing line,negative,-1
17996,Horrid dream I suspect I cancel plans tonight ...,negative,-1
17997,_roo welcome,positive,1
17998,Hey never realized also get Twitter account Your guides truly many times lifesaver,positive,1
17999,Downloading TF2 mere 6.3G ... 3 nearly instantly 500KB,neutral,0
18000,Wish I ATL,positive,1
18001,good good,positive,1
18002,studying computing year ... bring feck changing plant science next year,neutral,0
18003,Your welcome hun They amazing people make sure say hello,positive,1
18004,I got coupon I register US,negative,-1
18005,Wishing naptime,positive,1
18006,Here cupcakes I made http //twitpic.com/4w425,neutral,0
18007,Well goes shirt Haha,neutral,0
18008,Poltergeist In house,negative,-1
18009,_Nicole I close eyes I watch,neutral,0
18010,Had blast babe Thanks joe 3 love everyone Tyler ... happy birthday,positive,1
18011,yea .. I haha,neutral,0
18012,cold wished go back bed,positive,1
18013,thanks great time,positive,1
18014,definitely blast past,positive,1
18015,Dump blackberry uses iPhone Basically compliment I think,neutral,0
18016,re-dyed hair early start tomorrow heading londons clothes show great place feel fat bright side motivation,positive,1
18017,I really hope,positive,1
18018,ones called http //twitpic.com/4wauk,neutral,0
18019,Why yes I DO ... Or rather Just finished Starting Dead Like Me lollll~,neutral,0
18020,love background I might copy,positive,1
18021,Doh I inside job LOLzor,neutral,0
18022,im trying put pic wont work,neutral,0
18023,really really ... bored bad news thats ok. BRB x,negative,-1
18024,going shopping mammyy .... makeup face generally quite nice today,positive,1
18025,Happy Mother Day -- -- -- A rose YOU,positive,1
18026,made South-Korean email pal Happy,positive,1
18027,Sigh,neutral,0
18028,likes smell roast oven mmmmmm must dips sakatas tide till roast cooked,positive,1
18029,I go now.I watch teen nick,neutral,0
18030,Thankyou yes Off pre-wedding party,positive,1
18031,I loved johnny carson I going hate seeing jay leno go via I waiting someone say,neutral,0
18032,Fell wagon Maccy Fell wagon Maccy,neutral,0
18033,Just like HIMYM,neutral,0
18034,oh yeah LOL,neutral,0
18035,proud ceviche bellinis turning well LOVING smell fresh flowers house,positive,1
18036,No Just sitting around sculpting tiny koi,neutral,0
18037,I unhook twitter Facebook Facebook cronies complaining,negative,-1
18038,_Cool yep hoping,positive,1
18039,I mention BF bubbled WSOP employees event 12 hrs AA Working doubles next 6 weeks,neutral,0
18040,17 funny,positive,1
18041,Somebody accidentely sleep 3 hours instead 2 I hang WORK BLOWS sorry _jones20,negative,-1
18042,short usual ... awesome,positive,1
18043,omg ID aint come back yet im sooo worried best bk next week il screamm lmao yeah u choose ur bday x,neutral,0
18044,Work work Me kind orc,neutral,0
18045,love dad said ready go like 3:15 4pm I still working,positive,1
18046,way dad sistas .. r.i.p Deb ..,negative,-1
18047,Soo sad McMcBuddy thinks I look like I could little rainbow ... I like burritos ok BURRITOS,neutral,0
18048,Number 999 My next tweet must something really special,positive,1
18049,LOL point laugh,positive,1
18050,The fine old British tradition chilly grey drizzle Bank Holiday still observed,neutral,0
18051,phone,neutral,0
18052,hope guys fun Can wait ya back Wilmy without,positive,1
18053,okay really really bored watched michael jackson concert 1992. awesome short films r coolio,neutral,0
18054,got surprising sad news Friday clue effect global financial crisis http //plurk.com/p/x2vyi,neutral,0
18055,My poor phone nekkid without cover,negative,-1
18056,nice mother day mum liked presents wondering ever see one talking sisa,positive,1
18057,good day http //blip.fm/~5yomt,positive,1
18058,trying make sunday last 48hours,neutral,0
18059,Hopefully going back work tomorrow tired flu .. Beside I love working children fun play,neutral,0
18060,Thanks bro,positive,1
18061,You good girl Whitney,positive,1
18062,Making egg tart Chinese egg pudding Yum,positive,1
18063,say find hurtful,negative,-1
18064,I 6 0,neutral,0
18065,REALLY want go Maker Faire tomorrow I SO SICK makerfaire,negative,-1
18066,Just came back school .... Packing dad house,neutral,0
18067,least two three times week turn tv find comedy central already endure brief moment scrubs,neutral,0
18068,looking sister facebook miss yani,negative,-1
18069,Hi California cool Here Budapest/Hungary cold cloudy today usually hot summer,neutral,0
18070,seeing sydney 12 days third time,neutral,0
18071,On way aunty,neutral,0
18072,_another_1 I love get little peek dimple,positive,1
18073,unhooking pt home SLEEP SLEEP IS GOOD,positive,1
18074,Well LA decent weather Tell happening future,positive,1
18075,_A_Tx lol havent watched yet .. congrats,positive,1
